,date,time,ticket_number,article,Quantity,unit_price
306326,2022-02-14,08:26,232930.0,PAIN AUX RAISINS,1.0,"1,50 €"
306327,2022-02-14,08:26,232930.0,CROISSANT,1.0,"1,15 €"
306328,2022-02-14,08:26,232930.0,PAIN AU CHOCOLAT,1.0,"1,25 €"
306329,2022-02-14,08:26,232930.0,FICELLE,1.0,"0,65 €"
306332,2022-02-14,08:46,232931.0,PAIN AUX RAISINS,1.0,"1,50 €"
306333,2022-02-14,08:46,232931.0,PAIN AU CHOCOLAT,2.0,"1,25 €"
306336,2022-02-14,08:46,232932.0,TRADITIONAL BAGUETTE,6.0,"1,25 €"
306337,2022-02-14,08:46,232932.0,BANETTINE,1.0,"0,65 €"
306342,2022-02-14,08:53,232934.0,CROISSANT,5.0,"1,15 €"
306343,2022-02-14,08:53,232934.0,PAIN AU CHOCOLAT,5.0,"1,25 €"
306346,2022-02-14,08:54,232935.0,PAIN,1.0,"1,25 €"
306349,2022-02-14,08:56,232936.0,PAIN,2.0,"1,25 €"
306352,2022-02-14,08:56,232937.0,PAIN,-2.0,"1,25 €"
306355,2022-02-14,08:56,232938.0,PAIN,2.0,"1,25 €"
306358,2022-02-14,08:56,232939.0,CROISSANT,1.0,"1,15 €"
306359,2022-02-14,08:56,232939.0,PAIN AU CHOCOLAT,2.0,"1,25 €"
306362,2022-02-14,08:59,232940.0,GD KOUIGN AMANN,1.0,"8,00 €"
306363,2022-02-14,08:59,232940.0,TARTELETTE,1.0,"2,10 €"
306364,2022-02-14,08:59,232940.0,SAVARIN,1.0,"2,20 €"
306367,2022-02-14,09:02,232941.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306368,2022-02-14,09:02,232941.0,BOULE 400G,1.0,"1,60 €"
306371,2022-02-14,09:03,232942.0,BANETTE,1.0,"1,10 €"
306374,2022-02-14,09:19,232943.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306377,2022-02-14,09:30,232944.0,COOKIE,5.0,"1,10 €"
306378,2022-02-14,09:30,232944.0,PAIN AU CHOCOLAT,2.0,"1,25 €"
306379,2022-02-14,09:30,232944.0,TRADITIONAL BAGUETTE,4.0,"1,25 €"
306382,2022-02-14,09:44,232945.0,DIVERS VIENNOISERIE,1.0,"1,50 €"
306383,2022-02-14,09:44,232945.0,BOTTEREAU,3.0,"0,50 €"
306384,2022-02-14,09:44,232945.0,BAGUETTE,1.0,"0,95 €"
306387,2022-02-14,09:45,232946.0,BANETTINE,1.0,"0,65 €"
306388,2022-02-14,09:45,232946.0,PAIN AUX RAISINS,1.0,"1,50 €"
306391,2022-02-14,09:45,232947.0,BAGUETTE,1.0,"0,95 €"
306392,2022-02-14,09:45,232947.0,DIVERS VIENNOISERIE,1.0,"1,00 €"
306393,2022-02-14,09:45,232947.0,CROISSANT,2.0,"1,15 €"
306396,2022-02-14,09:46,232948.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306399,2022-02-14,09:47,232949.0,SACHET VIENNOISERIE,1.0,"4,00 €"
306400,2022-02-14,09:47,232949.0,COUPE,1.0,"0,15 €"
306401,2022-02-14,09:47,232949.0,BOULE 200G,1.0,"1,15 €"
306404,2022-02-14,09:48,232950.0,BAGUETTE,1.0,"0,95 €"
306407,2022-02-14,09:54,232951.0,SANDWICH COMPLET,1.0,"4,50 €"
306410,2022-02-14,09:54,232952.0,FICELLE,1.0,"0,65 €"
306411,2022-02-14,09:54,232952.0,BAGUETTE,4.0,"0,95 €"
306414,2022-02-14,09:57,232953.0,CROISSANT,2.0,"1,15 €"
306415,2022-02-14,09:57,232953.0,BANETTE,1.0,"1,10 €"
306418,2022-02-14,09:58,232954.0,BAGUETTE,1.0,"0,95 €"
306421,2022-02-14,09:59,232955.0,BAGUETTE,2.0,"0,95 €"
306424,2022-02-14,10:00,232956.0,BOULE POLKA,1.0,"1,70 €"
306425,2022-02-14,10:00,232956.0,COUPE,1.0,"0,15 €"
306428,2022-02-14,10:01,232957.0,COMPLET,1.0,"1,80 €"
306429,2022-02-14,10:01,232957.0,COUPE,1.0,"0,15 €"
306430,2022-02-14,10:01,232957.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306433,2022-02-14,10:03,232958.0,CROISSANT,1.0,"1,15 €"
306434,2022-02-14,10:03,232958.0,CAFE OU EAU,2.0,"1,00 €"
306437,2022-02-14,10:06,232959.0,BANETTE,1.0,"1,10 €"
306438,2022-02-14,10:06,232959.0,BANETTINE,1.0,"0,65 €"
306441,2022-02-14,10:10,232960.0,CEREAL BAGUETTE,1.0,"1,30 €"
306442,2022-02-14,10:10,232960.0,BANETTE,1.0,"1,10 €"
306445,2022-02-14,10:11,232961.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306448,2022-02-14,10:11,232962.0,BANETTE,1.0,"1,10 €"
306451,2022-02-14,10:12,232963.0,CAMPAGNE,1.0,"1,90 €"
306452,2022-02-14,10:12,232963.0,BAGUETTE,1.0,"0,95 €"
306455,2022-02-14,10:14,232964.0,BANETTE,1.0,"1,10 €"
306458,2022-02-14,10:17,232965.0,BAGUETTE,3.0,"0,95 €"
306461,2022-02-14,10:18,232966.0,FICELLE,1.0,"0,65 €"
306462,2022-02-14,10:18,232966.0,BANETTE,2.0,"1,10 €"
306465,2022-02-14,10:19,232967.0,PAIN AU CHOCOLAT,2.0,"1,25 €"
306468,2022-02-14,10:19,232968.0,PAIN,1.0,"1,25 €"
306471,2022-02-14,10:20,232969.0,BAGUETTE,1.0,"0,95 €"
306472,2022-02-14,10:20,232969.0,BANETTE,1.0,"1,10 €"
306475,2022-02-14,10:27,232970.0,BANETTE,1.0,"1,10 €"
306478,2022-02-14,10:28,232971.0,TRADITIONAL BAGUETTE,3.0,"1,25 €"
306481,2022-02-14,10:29,232972.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306484,2022-02-14,10:33,232973.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306485,2022-02-14,10:33,232973.0,CEREAL BAGUETTE,3.0,"1,30 €"
306488,2022-02-14,10:35,232974.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306491,2022-02-14,10:37,232975.0,BAGUETTE,1.0,"0,95 €"
306494,2022-02-14,10:38,232976.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306497,2022-02-14,10:39,232977.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306500,2022-02-14,10:40,232978.0,BANETTE,1.0,"1,10 €"
306501,2022-02-14,10:40,232978.0,CROISSANT,2.0,"1,15 €"
306504,2022-02-14,10:44,232979.0,SPECIAL BREAD,1.0,"2,50 €"
306505,2022-02-14,10:44,232979.0,COUPE,1.0,"0,15 €"
306508,2022-02-14,10:45,232980.0,CROISSANT,1.0,"1,15 €"
306509,2022-02-14,10:45,232980.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306512,2022-02-14,10:47,232981.0,TRADITIONAL BAGUETTE,3.0,"1,25 €"
306515,2022-02-14,10:47,232982.0,PAIN BANETTE,1.0,"1,50 €"
306518,2022-02-14,10:48,232983.0,BANETTE,3.0,"1,10 €"
306521,2022-02-14,10:49,232984.0,TRADITIONAL BAGUETTE,3.0,"1,25 €"
306524,2022-02-14,10:49,232985.0,PAIN AU CHOCOLAT,1.0,"1,25 €"
306527,2022-02-14,10:50,232986.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306530,2022-02-14,10:52,232987.0,BANETTE,2.0,"1,10 €"
306533,2022-02-14,10:52,232988.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306536,2022-02-14,10:53,232989.0,SANDWICH COMPLET,1.0,"4,50 €"
306537,2022-02-14,10:53,232989.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306538,2022-02-14,10:53,232989.0,TRAITEUR,1.0,"7,60 €"
306541,2022-02-14,10:54,232990.0,COUPE,1.0,"0,15 €"
306542,2022-02-14,10:54,232990.0,CAMPAGNE,1.0,"1,90 €"
306543,2022-02-14,10:54,232990.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306546,2022-02-14,10:55,232991.0,COMPLET,1.0,"1,80 €"
306547,2022-02-14,10:55,232991.0,FICELLE,1.0,"0,65 €"
306548,2022-02-14,10:55,232991.0,COUPE,1.0,"0,15 €"
306551,2022-02-14,10:55,232992.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306554,2022-02-14,10:56,232993.0,FINANCIER X5,1.0,"3,50 €"
306555,2022-02-14,10:56,232993.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306558,2022-02-14,11:00,232994.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306561,2022-02-14,11:01,232995.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306564,2022-02-14,11:02,232996.0,BANETTE,1.0,"1,10 €"
306567,2022-02-14,11:02,232997.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306570,2022-02-14,11:02,232998.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306573,2022-02-14,11:03,232999.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306576,2022-02-14,11:04,233000.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306579,2022-02-14,11:04,233001.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306582,2022-02-14,11:05,233002.0,BANETTE,1.0,"1,10 €"
306585,2022-02-14,11:06,233003.0,FORMULE SANDWICH,1.0,"6,50 €"
306588,2022-02-14,11:07,233004.0,SACHET VIENNOISERIE,1.0,"4,00 €"
306589,2022-02-14,11:07,233004.0,BANETTE,1.0,"1,10 €"
306592,2022-02-14,11:07,233005.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306595,2022-02-14,11:08,233006.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306598,2022-02-14,11:10,233007.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306601,2022-02-14,11:14,233008.0,CEREAL BAGUETTE,1.0,"1,30 €"
306604,2022-02-14,11:15,233009.0,TARTELETTE,2.0,"2,10 €"
306607,2022-02-14,11:16,233010.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306610,2022-02-14,11:17,233011.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306613,2022-02-14,11:17,233012.0,TRAITEUR,1.0,"7,60 €"
306616,2022-02-14,11:18,233013.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306619,2022-02-14,11:20,233014.0,SANDWICH COMPLET,1.0,"4,50 €"
306620,2022-02-14,11:20,233014.0,FORMULE SANDWICH,1.0,"6,50 €"
306621,2022-02-14,11:20,233014.0,PAIN CHOCO AMANDES,1.0,"1,60 €"
306624,2022-02-14,11:22,233015.0,FORMULE SANDWICH,1.0,"6,50 €"
306625,2022-02-14,11:22,233015.0,BOTTEREAU,3.0,"0,50 €"
306626,2022-02-14,11:22,233015.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306627,2022-02-14,11:22,233015.0,CHAUSSON AUX POMMES,1.0,"1,50 €"
306630,2022-02-14,11:24,233016.0,FORMULE SANDWICH,1.0,"6,50 €"
306631,2022-02-14,11:24,233016.0,BAGUETTE,1.0,"0,95 €"
306632,2022-02-14,11:24,233016.0,BANETTE,1.0,"1,10 €"
306633,2022-02-14,11:24,233016.0,PAIN AU CHOCOLAT,1.0,"1,25 €"
306636,2022-02-14,11:25,233017.0,QUIM BREAD,1.0,"1,10 €"
306637,2022-02-14,11:25,233017.0,CROISSANT,4.0,"1,15 €"
306638,2022-02-14,11:25,233017.0,TRADITIONAL BAGUETTE,5.0,"1,25 €"
306641,2022-02-14,11:27,233018.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306642,2022-02-14,11:27,233018.0,SUCETTE,1.0,"0,30 €"
306647,2022-02-14,11:33,233020.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306650,2022-02-14,11:34,233021.0,BAGUETTE,1.0,"0,95 €"
306653,2022-02-14,11:36,233022.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306656,2022-02-14,11:38,233023.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306659,2022-02-14,11:41,233024.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306662,2022-02-14,11:42,233025.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306665,2022-02-14,11:43,233026.0,BANETTE,1.0,"1,10 €"
306666,2022-02-14,11:43,233026.0,COUPE,1.0,"0,15 €"
306667,2022-02-14,11:43,233026.0,COMPLET,1.0,"1,80 €"
306670,2022-02-14,11:44,233027.0,COUPE,1.0,"0,15 €"
306671,2022-02-14,11:44,233027.0,SPECIAL BREAD,1.0,"2,50 €"
306672,2022-02-14,11:44,233027.0,ROYAL,1.0,"3,00 €"
306675,2022-02-14,11:45,233028.0,BAGUETTE,1.0,"0,95 €"
306678,2022-02-14,11:47,233029.0,QUIM BREAD,1.0,"1,10 €"
306679,2022-02-14,11:47,233029.0,SPECIAL BREAD,1.0,"2,50 €"
306680,2022-02-14,11:47,233029.0,COUPE,1.0,"0,15 €"
306685,2022-02-14,11:48,233031.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306688,2022-02-14,11:50,233032.0,BAGUETTE,1.0,"0,95 €"
306691,2022-02-14,11:51,233033.0,FORMULE SANDWICH,2.0,"6,50 €"
306694,2022-02-14,11:52,233034.0,COUPE,1.0,"0,15 €"
306695,2022-02-14,11:52,233034.0,SPECIAL BREAD,1.0,"2,50 €"
306696,2022-02-14,11:52,233034.0,PAIN CHOCO AMANDES,1.0,"1,60 €"
306697,2022-02-14,11:52,233034.0,TRAITEUR,1.0,"7,60 €"
306700,2022-02-14,11:56,233035.0,BAGUETTE,1.0,"0,95 €"
306703,2022-02-14,11:57,233036.0,BAGUETTE,-1.0,"0,95 €"
306706,2022-02-14,11:57,233037.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306709,2022-02-14,11:58,233038.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306712,2022-02-14,11:59,233039.0,COUPE,1.0,"0,15 €"
306713,2022-02-14,11:59,233039.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306714,2022-02-14,11:59,233039.0,SPECIAL BREAD,1.0,"2,50 €"
306717,2022-02-14,12:00,233040.0,TRADITIONAL BAGUETTE,-1.0,"1,25 €"
306718,2022-02-14,12:00,233040.0,COUPE,-1.0,"0,15 €"
306719,2022-02-14,12:00,233040.0,SPECIAL BREAD,-1.0,"2,50 €"
306722,2022-02-14,12:01,233041.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306723,2022-02-14,12:01,233041.0,SPECIAL BREAD,1.0,"2,50 €"
306724,2022-02-14,12:01,233041.0,COUPE,1.0,"0,15 €"
306727,2022-02-14,12:01,233042.0,MOISSON,1.0,"2,10 €"
306728,2022-02-14,12:01,233042.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306731,2022-02-14,12:04,233043.0,BANETTINE,1.0,"0,65 €"
306734,2022-02-14,12:04,233044.0,CEREAL BAGUETTE,3.0,"1,30 €"
306737,2022-02-14,12:05,233045.0,SANDWICH COMPLET,1.0,"4,50 €"
306740,2022-02-14,12:06,233046.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306743,2022-02-14,12:08,233047.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306744,2022-02-14,12:08,233047.0,BRIOCHE,1.0,"6,00 €"
306747,2022-02-14,12:09,233048.0,BAGUETTE,1.0,"0,95 €"
306750,2022-02-14,12:11,233049.0,BANETTE,1.0,"1,10 €"
306753,2022-02-14,12:11,233050.0,SAND JB EMMENTAL,1.0,"3,50 €"
306754,2022-02-14,12:11,233050.0,BOISSON 33CL,1.0,"1,50 €"
306757,2022-02-14,12:13,233051.0,CAFE OU EAU,1.0,"1,00 €"
306758,2022-02-14,12:13,233051.0,SAND JB EMMENTAL,1.0,"3,50 €"
306761,2022-02-14,12:15,233052.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306762,2022-02-14,12:15,233052.0,BOTTEREAU,2.0,"0,50 €"
306765,2022-02-14,12:16,233053.0,BOTTEREAU,3.0,"0,50 €"
306766,2022-02-14,12:16,233053.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306769,2022-02-14,12:17,233054.0,BOULE 200G,1.0,"1,15 €"
306770,2022-02-14,12:17,233054.0,COUPE,1.0,"0,15 €"
306771,2022-02-14,12:17,233054.0,SANDWICH COMPLET,1.0,"4,50 €"
306774,2022-02-14,12:19,233055.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306775,2022-02-14,12:19,233055.0,SAND JB EMMENTAL,1.0,"3,50 €"
306778,2022-02-14,12:22,233056.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306781,2022-02-14,12:24,233057.0,TRADITIONAL BAGUETTE,3.0,"1,25 €"
306784,2022-02-14,12:26,233058.0,BAGUETTE,1.0,"0,95 €"
306787,2022-02-14,12:27,233059.0,FORMULE SANDWICH,1.0,"6,50 €"
306790,2022-02-14,12:30,233060.0,TRADITIONAL BAGUETTE,3.0,"1,25 €"
306793,2022-02-14,12:31,233061.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306796,2022-02-14,12:34,233062.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306799,2022-02-14,12:39,233063.0,TRAITEUR,1.0,"8,30 €"
306800,2022-02-14,12:39,233063.0,BOISSON 33CL,1.0,"1,50 €"
306803,2022-02-14,12:39,233064.0,TRAITEUR,1.0,"7,60 €"
306804,2022-02-14,12:39,233064.0,BOISSON 33CL,1.0,"1,50 €"
306807,2022-02-14,12:41,233065.0,TRAITEUR,1.0,"7,00 €"
306808,2022-02-14,12:41,233065.0,BAGUETTE,1.0,"0,95 €"
306811,2022-02-14,12:41,233066.0,BAGUETTE,1.0,"0,95 €"
306814,2022-02-14,12:44,233067.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306817,2022-02-14,12:45,233068.0,BANETTE,1.0,"1,10 €"
306820,2022-02-14,12:49,233069.0,BAGUETTE,1.0,"0,95 €"
306823,2022-02-14,12:49,233070.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306826,2022-02-14,12:51,233071.0,PAIN,1.0,"1,25 €"
306829,2022-02-14,12:52,233072.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306832,2022-02-14,12:56,233073.0,BOISSON 33CL,1.0,"1,50 €"
306833,2022-02-14,12:56,233073.0,TRAITEUR,1.0,"8,30 €"
306834,2022-02-14,12:56,233073.0,TRAITEUR,1.0,"7,60 €"
306835,2022-02-14,12:56,233073.0,BOISSON 33CL,1.0,"1,50 €"
306838,2022-02-14,16:01,233074.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306841,2022-02-14,16:03,233075.0,SEIGLE,1.0,"1,90 €"
306842,2022-02-14,16:03,233075.0,BOTTEREAU,4.0,"0,50 €"
306843,2022-02-14,16:03,233075.0,COUPE,1.0,"0,15 €"
306846,2022-02-14,16:04,233076.0,DEMI BAGUETTE,1.0,"0,50 €"
306847,2022-02-14,16:04,233076.0,BANETTE,2.0,"1,10 €"
306850,2022-02-14,16:05,233077.0,COUPE,1.0,"0,15 €"
306851,2022-02-14,16:05,233077.0,BOULE 400G,1.0,"1,60 €"
306854,2022-02-14,16:06,233078.0,TRADITIONAL BAGUETTE,4.0,"1,25 €"
306855,2022-02-14,16:06,233078.0,ROYAL,1.0,"3,00 €"
306858,2022-02-14,16:12,233079.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306859,2022-02-14,16:12,233079.0,COOKIE,2.0,"1,10 €"
306862,2022-02-14,16:15,233080.0,BAGUETTE,1.0,"0,95 €"
306865,2022-02-14,16:23,233081.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306868,2022-02-14,16:24,233082.0,BOTTEREAU,5.0,"0,50 €"
306869,2022-02-14,16:24,233082.0,PAIN CHOCO AMANDES,1.0,"1,60 €"
306870,2022-02-14,16:24,233082.0,CROISSANT,2.0,"1,15 €"
306873,2022-02-14,16:25,233083.0,CAMPAGNE,1.0,"1,90 €"
306874,2022-02-14,16:25,233083.0,COUPE,1.0,"0,15 €"
306875,2022-02-14,16:25,233083.0,ROYAL,2.0,"3,00 €"
306878,2022-02-14,16:32,233084.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306881,2022-02-14,16:35,233085.0,COMPLET,2.0,"1,80 €"
306882,2022-02-14,16:35,233085.0,COUPE,2.0,"0,15 €"
306883,2022-02-14,16:35,233085.0,PAIN AU CHOCOLAT,1.0,"1,25 €"
306886,2022-02-14,16:38,233086.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306889,2022-02-14,16:41,233087.0,TRADITIONAL BAGUETTE,3.0,"1,25 €"
306890,2022-02-14,16:41,233087.0,ROYAL,2.0,"3,00 €"
306893,2022-02-14,16:47,233088.0,FINANCIER X5,1.0,"3,50 €"
306896,2022-02-14,16:56,233089.0,DEMI BAGUETTE,1.0,"0,50 €"
306899,2022-02-14,17:02,233090.0,CEREAL BAGUETTE,1.0,"1,30 €"
306902,2022-02-14,17:13,233091.0,QUIM BREAD,1.0,"1,10 €"
306903,2022-02-14,17:13,233091.0,DIVERS VIENNOISERIE,1.0,"6,00 €"
306904,2022-02-14,17:13,233091.0,ROYAL,2.0,"3,00 €"
306907,2022-02-14,17:23,233092.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306908,2022-02-14,17:23,233092.0,COUPE,1.0,"0,15 €"
306909,2022-02-14,17:23,233092.0,MOISSON,1.0,"2,10 €"
306912,2022-02-14,17:24,233093.0,BAGUETTE,1.0,"0,95 €"
306915,2022-02-14,17:31,233094.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306918,2022-02-14,17:32,233095.0,CROISSANT,1.0,"1,15 €"
306919,2022-02-14,17:32,233095.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306920,2022-02-14,17:32,233095.0,PAIN AU CHOCOLAT,1.0,"1,25 €"
306921,2022-02-14,17:32,233095.0,BOTTEREAU,4.0,"0,50 €"
306922,2022-02-14,17:32,233095.0,COOKIE,1.0,"1,10 €"
306923,2022-02-14,17:32,233095.0,KOUIGN AMANN,1.0,"2,20 €"
306928,2022-02-14,17:35,233097.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306931,2022-02-14,17:45,233098.0,SPECIAL BREAD,1.0,"2,50 €"
306932,2022-02-14,17:45,233098.0,TRADITIONAL BAGUETTE,3.0,"1,25 €"
306933,2022-02-14,17:45,233098.0,COUPE,1.0,"0,15 €"
306934,2022-02-14,17:45,233098.0,TRAITEUR,1.0,"16,60 €"
306937,2022-02-14,17:50,233099.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306940,2022-02-14,17:56,233100.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306943,2022-02-14,17:57,233101.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306944,2022-02-14,17:57,233101.0,TARTELETTE,2.0,"2,10 €"
306947,2022-02-14,17:58,233102.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306950,2022-02-14,17:58,233103.0,CEREAL BAGUETTE,1.0,"1,30 €"
306951,2022-02-14,17:58,233103.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306954,2022-02-14,17:59,233104.0,COUPE,1.0,"0,15 €"
306955,2022-02-14,17:59,233104.0,QUIM BREAD,1.0,"1,10 €"
306956,2022-02-14,17:59,233104.0,MOISSON,1.0,"2,10 €"
306959,2022-02-14,18:02,233105.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
306962,2022-02-14,18:03,233106.0,COUPE,1.0,"0,15 €"
306963,2022-02-14,18:03,233106.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306964,2022-02-14,18:03,233106.0,MOISSON,1.0,"2,10 €"
306967,2022-02-14,18:04,233107.0,BANETTE,1.0,"1,10 €"
306970,2022-02-14,18:17,233108.0,CROISSANT AMANDES,1.0,"1,50 €"
306971,2022-02-14,18:17,233108.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
306974,2022-02-14,18:20,233109.0,ECLAIR,1.0,"2,10 €"
306975,2022-02-14,18:20,233109.0,PAIN CHOCO AMANDES,1.0,"1,60 €"
306976,2022-02-14,18:20,233109.0,BANETTE,2.0,"1,10 €"
306979,2022-02-14,18:21,233110.0,BANETTE,1.0,"1,10 €"
306982,2022-02-14,18:23,233111.0,SPECIAL BREAD,1.0,"2,50 €"
306985,2022-02-14,18:32,233112.0,BAGUETTE,1.0,"0,95 €"
306988,2022-02-15,07:41,233113.0,BANETTE,5.0,"1,10 €"
306991,2022-02-15,07:49,233114.0,BANETTE,1.0,"1,10 €"
306994,2022-02-15,07:51,233115.0,PAIN,9.0,"1,25 €"
306997,2022-02-15,07:53,233116.0,ECLAIR,1.0,"2,10 €"
307000,2022-02-15,07:53,233117.0,SPECIAL BREAD,1.0,"2,50 €"
307003,2022-02-15,07:56,233118.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
307004,2022-02-15,07:56,233118.0,PAIN AU CHOCOLAT,1.0,"1,25 €"
307007,2022-02-15,08:02,233119.0,MOISSON,1.0,"2,10 €"
307008,2022-02-15,08:02,233119.0,CROISSANT,1.0,"1,15 €"
307009,2022-02-15,08:02,233119.0,CAFE OU EAU,1.0,"1,00 €"
307012,2022-02-15,08:03,233120.0,CAFE OU EAU,2.0,"1,00 €"
307015,2022-02-15,08:03,233121.0,CAFE OU EAU,1.0,"1,00 €"
307018,2022-02-15,08:04,233122.0,CAFE OU EAU,1.0,"1,00 €"
307019,2022-02-15,08:04,233122.0,PAIN AU CHOCOLAT,1.0,"1,25 €"
307022,2022-02-15,08:05,233123.0,PAIN AU CHOCOLAT,2.0,"1,25 €"
307025,2022-02-15,08:05,233124.0,CROISSANT,5.0,"1,15 €"
307028,2022-02-15,08:08,233125.0,TRADITIONAL BAGUETTE,1.0,"1,25 €"
307031,2022-02-15,08:14,233126.0,DEMI BAGUETTE,1.0,"0,50 €"
307032,2022-02-15,08:14,233126.0,CAFE OU EAU,1.0,"1,00 €"
307033,2022-02-15,08:14,233126.0,BOISSON 33CL,2.0,"1,50 €"
307034,2022-02-15,08:14,233126.0,BAGUETTE,1.0,"0,95 €"
307037,2022-02-15,08:18,233127.0,PAIN AU CHOCOLAT,6.0,"1,25 €"
307038,2022-02-15,08:18,233127.0,CROISSANT,6.0,"1,15 €"
307041,2022-02-15,08:23,233128.0,CEREAL BAGUETTE,1.0,"1,30 €"
307044,2022-02-15,08:24,233129.0,CROISSANT,3.0,"1,15 €"
307045,2022-02-15,08:24,233129.0,COOKIE,3.0,"1,10 €"
307048,2022-02-15,08:27,233130.0,PAIN AUX RAISINS,2.0,"1,50 €"
307049,2022-02-15,08:27,233130.0,CROISSANT,2.0,"1,15 €"
307050,2022-02-15,08:27,233130.0,MOISSON,1.0,"2,10 €"
307051,2022-02-15,08:27,233130.0,PAIN AU CHOCOLAT,2.0,"1,25 €"
307052,2022-02-15,08:27,233130.0,TRADITIONAL BAGUETTE,2.0,"1,25 €"
307053,2022-02-15,08:27,233130.0,COUPE,1.0,"0,15 €"
307056,2022-02-15,08:29,233131.0,BANETTINE,1.0,"0,65 €"
307059,2022-02-15,08:38,233132.0,CROISSANT,7.0,"1,15 €"
307060,2022-02-15,08:38,233132.0,CHAUSSON AUX POMMES,2.0,"1,50 €"
307061,2022-02-15,08:38,233132.0,BAGUETTE,3.0,"0,95 €"
307062,2022-02-15,08:38,233132.0,BANETTE,3.0,"1,10 €"
307063,2022-02-15,08:38,233132.0,PAIN AU CHOCOLAT,7.0,"1,25 €"
307066,2022-02-15,08:41,233133.0,BOULE 400G,1.0,"1,60 €"
